accidentNumber,eventDate,city,state,latitude,longitude,injuryServerity,model,fatalNum,seriousNum,minorNum,uninjuredNum
LAX08CA279,08/25/2008,Vancouver,WA,45.618889,-122.655556,Non-Fatal,LANCAIR 360,0,0,0,1
CHI08CA266,08/25/2008,Jasper,MN,43.851389,-96.401667,Non-Fatal,AT-301A,0,0,0,1
CHI08CA263,08/25/2008,Greenville,MI,43.138611,-85.252222,Non-Fatal,SR20,0,0,0,1
NYC08LA289,08/24/2008,Millbrook,NY,41.704444,-73.736111,Non-Fatal,Eurofox,0,0,2,0
DFW08FA212,08/24/2008,Yuma,CO,40.107222,-102.706389,Fatal(3),PA-24-250,3,0,0,0
DFW08CA214,08/24/2008,Keller,TX,32.966667,-97.275278,Non-Fatal,14-19-2,0,0,0,2
CHI08CA265,08/24/2008,New Ulm,MN,44.321389,-94.503611,Non-Fatal,PA-28-161,0,0,0,2
CHI08CA264,08/24/2008,Pullman,MI,42.465278,-86.08,Non-Fatal,172,0,0,0,1
MIA08CA172,08/23/2008,Wurtsboro,NY,41.597222,-74.458333,Non-Fatal,2-33A,0,0,0,2
MIA08CA171,08/23/2008,Ormond Beach,FL,29.300556,-81.113611,Non-Fatal,152,0,0,2,0
LAX08CA280,08/23/2008,Wasco,OR,45.451389,-120.853611,Non-Fatal,A-1,0,0,0,1
CHI08CA298,08/23/2008,Algonac,MI,42.574167,-88.9,Non-Fatal,LA-4,0,0,0,1
CHI08CA267,08/23/2008,Bremen,OH,39.7,-82.466667,Non-Fatal,269A,0,0,0,1
CHI08CA262,08/23/2008,Nielsville,MN,47.523056,-96.809167,Non-Fatal,G-164B,0,0,0,1
NYC08LA287,08/22/2008,Barnesville,PA,40.776389,-76.085833,Non-Fatal,206A,0,2,0,0
NYC08CA294,08/22/2008,Fincastle,VA,37.491944,-79.928611,Non-Fatal,ZENAIR CH,0,0,0,1
MIA08CA170,08/22/2008,Satartia,MS,32.716667,-90.551944,Non-Fatal,AT-502,0,0,1,0
LAX08MA277,08/22/2008,Moab,UT,38.729723,-109.766111,Fatal(10),A100,10,0,0,0
LAX08LA274,08/22/2008,North Las Vegas,NV,36.196944,-115.1825,Fatal(3),Velocity,3,0,0,0
LAX08CA282,08/22/2008,Burns,OR,43.598055,-118.958333,Non-Fatal,BV234,0,0,0,7
DFW08CA216,08/22/2008,Wisner,LA,31.906389,-91.759167,Non-Fatal,AT-301,0,0,0,1
ANC08LA111,08/22/2008,Kongiganak,AK,59.960833,-162.881389,Non-Fatal,207A,0,0,2,4
ANC08CA112,08/22/2008,Iliamna,AK,59.235555,-155.226111,Non-Fatal,R44,0,0,0,1
NYC08CA285,08/21/2008,Sunapee,NH,43.385,-72.08,Non-Fatal,Searey,0,1,0,0
LAX08CA275,08/21/2008,Sheridan,WY,44.558333,-107.210556,Non-Fatal,PA-11,0,0,0,2
DFW08CA211,08/21/2008,Odessa,TX,31.818611,-102.471945,Non-Fatal,DA5B,0,0,0,1
SEA08FA187,08/20/2008,Springerville,AZ,34.129445,-109.310833,Fatal(2),PA-28-180,2,0,0,0
NYC08LA291,08/20/2008,Baltimore,MD,39.183333,-76.66,Non-Fatal,441,0,0,0,4
NYC08CA284,08/20/2008,Salisbury,MD,38.340277,-75.510278,Non-Fatal,Prostar B,0,0,0,1
LAX08LA281,08/20/2008,Groveland,CA,38.006944,-119.905,Non-Fatal,TU206G,0,0,4,0
LAX08LA272,08/20/2008,San Martin,CA,37.066667,-121.583333,Fatal(1),RALLYE 235E,1,0,0,0
LAX08LA271,08/20/2008,Reno,NV,39.667778,-119.8825,Non-Fatal,Sea Fury TMK 20,0,0,0,1
LAX08CA270,08/20/2008,Mesa,AZ,33.460833,-111.728334,Non-Fatal,182Q,0,0,0,1
DFW08LA210,08/20/2008,Caldwell,TX,30.508333,-96.701667,Non-Fatal,182,0,2,0,0
DFW08CA219,08/20/2008,ST. LOUIS,MO,38.661944,-90.651944,Non-Fatal,PA46-500TP,0,0,0,1
CHI08CA261,08/20/2008,Oxford,IA,41.753056,-91.723334,Non-Fatal,Wag Aero Sport,0,0,1,0
CHI08CA260,08/20/2008,Camanche,IA,42.741944,-93.758889,Non-Fatal,A188B,0,0,0,1
MIA08LA168,08/19/2008,Jeannette,PA,40.376389,-79.608333,Non-Fatal,PA-22-160,0,0,0,2
LAX08LA269,08/19/2008,Glendale,AZ,33.526945,-112.295277,Non-Fatal,TU206F,0,0,0,3
LAX08CA276,08/19/2008,Lake Tahoe,CA,38.883333,-119.983333,Non-Fatal,177RG,0,0,0,4
ANC08TA107,08/19/2008,Slana,AK,62.533333,-143.233333,Non-Fatal,PA-18-150,0,0,0,2
ANC08CA110,08/19/2008,Igiugig,AK,59.122223,-155.403056,Non-Fatal,U206G,0,0,0,5
SEA08TA188,08/18/2008,Bonners Ferry,ID,48.858333,-116.508333,Non-Fatal,369D,0,0,0,4
SEA08CA183,08/18/2008,Hazelton,ID,42.604722,-114.135277,Non-Fatal,G-164A,0,0,1,0
ANC08LA106B,08/18/2008,Bethel,AK,60.779723,-161.838055,Non-Fatal,207A,0,0,0,3
ANC08LA106A,08/18/2008,Bethel,AK,60.779723,-161.838055,Non-Fatal,207A,0,0,0,3
SEA08FA185,08/17/2008,Olalla,WA,47.431945,-122.548055,Fatal(1),R22 BETA II,1,0,0,0
SEA08CA189,08/17/2008,Maricopa,AZ,33.063889,-112.056944,Non-Fatal,Venture,0,0,0,2
SEA08CA181,08/17/2008,Show Low,AZ,34.265556,-110.000556,Non-Fatal,Pitts S1S,0,0,0,1
NYC08LA281,08/17/2008,Rhinebeck,NY,41.971389,-73.862778,Fatal(1),Nieuport 24bis,1,0,0,0
MIA08LA167,08/17/2008,Morton,MS,32.448055,-89.701111,Fatal(1),S2R-T15,1,0,0,0
SEA08LA182,08/16/2008,San Francisco,CA,37.618889,-122.374723,Non-Fatal,777-300,0,1,0,311
SEA08LA179,08/16/2008,St. Johns,AZ,34.518611,-109.378611,Fatal(1),177,1,2,0,0
SEA08CA186,08/16/2008,Lowman,ID,44.142222,-115.314444,Non-Fatal,140A,0,0,0,1
SEA08CA180,08/16/2008,Glendale,AZ,33.526667,-112.295,Non-Fatal,177,0,0,0,1
NYC08LA280,08/16/2008,Fulton,NY,43.323889,-76.385833,Non-Fatal,MS894A,0,0,2,0
MIA08LA166,08/16/2008,Woodbine,NJ,39.219167,-74.794722,Non-Fatal,P2002 Sierra,0,0,0,1
LAX08LA268,08/16/2008,Reno,NV,39.667223,-119.876111,Non-Fatal,Glasair III,0,0,0,1
CHI08CA257,08/16/2008,Luverne,MN,43.621667,-96.216667,Non-Fatal,AT-400A,0,0,0,1
CHI08CA256,08/16/2008,Huntington,IN,40.853056,-85.457222,Non-Fatal,172N,0,0,1,0
CHI08CA255,08/16/2008,Sparta,IL,38.148889,-89.698611,Non-Fatal,182C,0,0,0,2
NYC08CA283,08/15/2008,Cleveland,GA,34.561667,-83.713333,Non-Fatal,PA-22-160,0,0,1,2
DFW08CA213,08/15/2008,Vinland Valley,KS,38.835833,-95.192777,Non-Fatal,Spirit,0,1,0,1
DEN08FA141,08/15/2008,Georgia Pass,CO,39.454444,-105.931111,Fatal(4),182T,4,0,0,0
CHI08CA252,08/15/2008,Cokato,MN,45.074445,-94.187222,Non-Fatal,UH-12E,0,0,0,1
SEA08LA178,08/14/2008,Richland,WA,46.305556,-119.304167,Fatal(1),Mark III,1,0,0,0
LAX08FA267,08/14/2008,Sahuarita,AZ,31.847222,-110.763333,Fatal(1),TR182,1,0,0,0
DFW08CA215,08/14/2008,St. Louis,MO,38.738611,-90.339444,Non-Fatal,EMB-145LR,0,0,0,36
DFW08CA207,08/14/2008,Abbeville,LA,29.975556,-92.083889,Non-Fatal,PA-28-140,0,0,1,2
DEN08IA143,08/14/2008,Jasper,TX,30.885555,-94.034722,Incident,C90A,0,0,0,1
DEN08FA140,08/14/2008,Farmersville,TX,33.156389,-96.481667,Non-Fatal,CH601XLi,0,1,1,0
CHI08FA248,08/14/2008,Marysville,OH,40.222778,-83.361667,Fatal(1),58TC,1,0,0,0
CHI08CA254,08/14/2008,Kenyon,MN,44.320834,-92.874723,Non-Fatal,47G-3B,0,0,0,1
CHI08CA253,08/14/2008,Cincinnati,OH,39.103333,-84.418611,Non-Fatal,172R,0,0,0,1
ANC08CA108,08/14/2008,Palmer,AK,61.7,-145.216667,Non-Fatal,PA-18-150,0,0,0,1
ANC08CA105,08/14/2008,Deadhorse,AK,70.194722,-148.465278,Non-Fatal,AK Bush Flyer,0,0,1,0
NYC08CA279,08/13/2008,Tunica,MS,34.685,-90.347777,Non-Fatal,AT-502B,0,0,0,1
MIA08LA164,08/13/2008,Arcaida,FL,27.206667,-81.808611,Fatal(1),415-C,1,0,0,0
DEN08CA144,08/13/2008,Pine Bluff,AR,34.173056,-91.935555,Non-Fatal,PA-24-250,0,0,0,1
DEN08CA142,08/13/2008,Crawford,CO,38.703889,-107.643611,Non-Fatal,Pitts Special S-1S,0,0,0,1
CHI08CA259,08/13/2008,East Tawas,MI,44.312778,-83.422223,Non-Fatal,PA-34-200T,0,0,0,1
CHI08CA251,08/13/2008,Monticello,IA,42.220278,-91.163333,Non-Fatal,AT-301B,0,0,1,0
SEA08CA177,08/12/2008,Puyallup,WA,47.103889,-122.287222,Non-Fatal,RV-6,0,0,1,0
MIA08FA163,08/12/2008,South Easton,MA,42.024723,-71.142777,Fatal(3),G35,3,0,0,0
LAX08LA266,08/12/2008,Needles,CA,34.878889,-114.751944,Fatal(1),Titan Tornado II,1,0,3,0
CHI08CA213,08/12/2008,Ida Grove,IA,42.332778,-95.444722,Non-Fatal,AT-401,0,0,0,1
SEA08CA176,08/11/2008,Auburn,WA,47.3,-122.15,Non-Fatal,210E,0,0,1,3
NYC08FA292,08/11/2008,Stafford,VA,38.398055,-77.455556,Non-Fatal,Lancair IV P,0,0,0,2
NYC08CA277,08/11/2008,Ridgeland,SC,32.4925,-80.992222,Non-Fatal,M20F,0,0,1,0
DEN08LA139,08/11/2008,Muskogee,OK,35.731389,-95.3475,Fatal(1),RV-6A,1,0,0,0
DEN08LA138,08/11/2008,Heber Springs,AR,35.518889,-91.816667,Non-Fatal,206L-1,0,0,0,1
NYC08CA282,08/10/2008,Charlottesville,VA,38.138611,-78.469445,Non-Fatal,172,0,0,0,1
NYC08CA276,08/10/2008,Gardner,FL,27.34,-81.788611,Non-Fatal,A188B,0,0,0,1
NYC08CA275,08/10/2008,Fincastle,VA,37.5,-39.9,Non-Fatal,IS-26B2,0,1,1,0
LAX08FA265B,08/10/2008,Rock Springs,WY,41.658333,-109.135277,Fatal(3),SR22,3,0,0,0
LAX08FA265A,08/10/2008,Rock Springs,WY,41.658333,-109.135277,Fatal(3),R172K,3,0,0,0
DFW08FA204,08/10/2008,Cassville,MO,36.686389,-93.703889,Fatal(1),182,1,0,0,0
CHI08CA250,08/10/2008,North Branch,MN,45.481945,-92.988333,Non-Fatal,J-3,0,0,0,1
CHI08CA246,08/10/2008,Turton,SD,45.043055,-98.102778,Non-Fatal,AT-802A,0,0,0,1
CHI08CA243,08/10/2008,Cosmos,MN,44.983056,-94.748055,Non-Fatal,PA-25-235,0,0,1,0
ANC08FA104,08/10/2008,Sitka,AK,57.656111,-135.330556,Fatal(2),95-B55,2,0,0,0
SEA08FA175,08/09/2008,Garden City,UT,41.935555,-111.388333,Fatal(2),180K,2,0,0,0
NYC08CA278,08/09/2008,Dresden,TN,38.423056,-88.714722,Non-Fatal,PA-28-235,0,0,0,2
MIA08LA162,08/09/2008,Boynton Beach,FL,26.548055,-80.214722,Non-Fatal,APACHE CLA,0,1,0,0
MIA08CA165,08/09/2008,Monroeville,AL,31.454722,-87.350556,Non-Fatal,172S,0,0,0,1
LAX08LA263,08/09/2008,Oxnard,CA,34.200833,-119.207222,Non-Fatal,Stewart S51D,0,1,0,0
LAX08CA264,08/09/2008,Oceanside,CA,33.218056,-117.351389,Non-Fatal,152,0,0,2,0
LAX08CA262,08/09/2008,Bend,OR,44.094444,-121.200278,Non-Fatal,Blanik L-13,0,0,1,1
DEN08LA137B,08/09/2008,Brackettville,TX,29.211111,-99.743333,Non-Fatal,Genesis 2,0,1,0,1
DEN08LA137A,08/09/2008,Brackettville,TX,29.211111,-99.743333,Non-Fatal,Ventus 2A,0,1,0,1
DEN08CA136,08/09/2008,Dexter,NM,33.266667,-104.386944,Non-Fatal,AT-402,0,0,0,1
CHI08CA249,08/09/2008,St Paul,MN,44.934722,-93.060278,Non-Fatal,MS-760/B,0,0,0,1
CHI08CA247,08/09/2008,Waukegan,IL,42.422223,-87.867778,Non-Fatal,17-30A,0,0,0,1
ANC08FAMS01,08/09/2008,Juneau,AK,58.354722,-134.576111,Fatal(2),182E,2,0,0,0
ANC08CA109,08/09/2008,Talkeetna,AK,62.104722,-150.105556,Non-Fatal,PA-20/22,0,0,0,2
ANC08CA103,08/09/2008,Northway,AK,62.216667,-141.4,Non-Fatal,8GCBC,0,0,0,2
ANC08CA102,08/09/2008,Cantwell,AK,61.2,-147.866667,Non-Fatal,182,0,0,0,3
SEA08FA174,08/08/2008,Monticello,UT,37.950833,-109.318889,Fatal(3),PA-28-181,3,0,0,0
NYC08CA274,08/08/2008,Sterling,MA,42.425834,-71.792777,Non-Fatal,E75,0,0,0,2
SEA08CA173,08/07/2008,Carson City,NV,39.192222,-119.734444,Non-Fatal,Phase II,0,0,1,0
LAX08FA261,08/07/2008,Incline Village,NV,39.271111,-119.998055,Fatal(1),172S,1,0,0,0
CHI08CA242,08/07/2008,Jefferson,IA,42.010278,-94.3425,Non-Fatal,G-164A,0,0,0,1
CHI08CA241,08/07/2008,Middleton,WI,43.114167,-89.531667,Non-Fatal,Zodiac HDS-601,0,0,1,0
SEA08CA172,08/06/2008,Waterville,WA,47.8,-119.8,Non-Fatal,Navajo HKS,0,2,0,0
NYC08LA273,08/06/2008,Winder,GA,33.982778,-83.667223,Non-Fatal,Rutan-LongEZ,0,0,0,1
LAX08CA260,08/06/2008,Gerlach,NV,40.651944,-119.355,Non-Fatal,182D,0,0,0,2
ENG08IA038,08/06/2008,Las Vegas,NV,36.08,-115.152222,Incident,757,0,0,0,170
DEN08CA135,08/06/2008,Walsh,CO,37.35,-102.25,Non-Fatal,G-164A,0,0,0,1
DEN08CA134,08/06/2008,Aurora,CO,39.702778,-104.752778,Non-Fatal,280FX,0,0,0,2
DEN08CA133,08/06/2008,Augusta,KS,37.671667,-97.077778,Non-Fatal,C23,0,0,0,2
CHI08CA240,08/06/2008,Salem,IA,38.642777,-88.964167,Non-Fatal,G-164B,0,0,0,1
ANC08LA101,08/06/2008,Tyonek,AK,61.066667,-151.616667,Non-Fatal,PA-18,0,0,0,1
NYC08LA271,08/05/2008,Lockport,NY,43.103056,-78.703333,Non-Fatal,B35,0,1,0,1
NYC08LA270,08/05/2008,Brownsboro,AL,34.75,-86.467778,Fatal(2),PA-12,2,0,0,0
MIA08LA161,08/05/2008,Franklin,ME,44.578334,-68.216667,Fatal(1),Airborne Edge X,1,1,0,0
LAX08PA259,08/05/2008,Weaverville,CA,40.914167,-123.2525,Fatal(9),S-61N,9,4,0,0
DFW08LA209,08/05/2008,St Charles,MO,38.8425,-90.5,Non-Fatal,Sportstar,0,0,0,1
DEN08LA131,08/05/2008,Erie,CO,40.01,-105.047777,Non-Fatal,Munk,0,1,1,0
CHI08CA245,08/05/2008,Herreid,SD,45.854167,-100.075278,Non-Fatal,301,0,0,0,1
CHI08CA238,08/05/2008,Buffalo,ND,46.926389,-97.535277,Non-Fatal,R22 Beta,0,0,0,1
ANC08TA099,08/05/2008,Nome,AK,65.073889,-164.665556,Non-Fatal,PA-18,0,0,0,1
SEA08CA171,08/04/2008,Kenmore,WA,47.751111,-122.269167,Non-Fatal,Beaver DHC-2 MK.1,0,0,0,2
MIA08LA169,08/04/2008,Oxford,MS,34.427778,-89.619723,Non-Fatal,PA-32R-301,0,0,0,1
LAX08FA256,08/04/2008,Gearhart,OR,46.026945,-123.924445,Fatal(5),172K,5,3,0,0
DFW08CA203,08/04/2008,Big Sping,TX,32.2125,-101.525,Non-Fatal,Dragonfly,0,1,0,0
ANC08LA097,08/04/2008,Aniak,AK,61.581667,-159.543055,Non-Fatal,PA-31-350,0,1,2,5
NYC08LA264,08/03/2008,Palakta,FL,29.641111,-81.684722,Non-Fatal,PA-32RT-300T,0,0,2,0
NYC08LA263,08/03/2008,Fairdealing,KY,36.826945,-88.197222,Fatal(1),Challenger II,1,1,0,0
NYC08FA265,08/03/2008,Reading,PA,40.378334,-75.965,Non-Fatal,550,0,0,0,2
NYC08CA272,08/03/2008,Charleston,SC,32.898611,-80.040555,Non-Fatal,PA32,0,0,0,1
NYC08CA269,08/03/2008,Jefferson,NC,36.432223,-81.419723,Non-Fatal,172M,0,0,1,0
NYC08CA267,08/03/2008,Windsor,VA,36.856111,-76.681945,Non-Fatal,SGS 2-33A,0,0,0,1
MIA08CA153,08/03/2008,Winter Haven,FL,28.062778,-81.753333,Non-Fatal,C23,0,0,0,1
CHI08CA235,08/03/2008,Watertown,SD,44.913889,-97.154722,Non-Fatal,150L,0,0,1,0
CHI08CA232,08/03/2008,Wall,SD,43.999444,-102.254444,Non-Fatal,PA-18-150,0,1,1,0
NYC08CA268,08/02/2008,Westerly,RI,41.349722,-71.803333,Non-Fatal,182L,0,0,1,0
MIA08LA159,08/02/2008,West Kingston,RI,41.489444,-71.620556,Non-Fatal,PA-28R-200,0,0,0,4
MIA08CA157,08/02/2008,Wingate,NC,35.053611,-80.45,Non-Fatal,172,0,0,0,1
MIA08CA154,08/02/2008,Mc Kinnon,TN,36.317223,-87.916945,Non-Fatal,PA-28-140,0,0,1,0
LAX08LA254B,08/02/2008,Jean,NV,35.766667,-115.329723,Non-Fatal,PA-25-235,0,0,0,3
LAX08LA254A,08/02/2008,Jean,NV,35.766667,-115.329723,Non-Fatal,SGS 2-33A,0,0,0,3
LAX08CA294,08/02/2008,Glendale,AZ,33.522778,-112.290277,Non-Fatal,Clipper 912,0,0,0,2
LAX08CA255,08/02/2008,Grass Valley,CA,39.223889,-121.005,Non-Fatal,PA-20,0,0,0,1
CHI08CA237,08/02/2008,Goodfield,IL,40.618056,-89.276389,Non-Fatal,PC 2000,0,2,0,0
CHI08CA236,08/02/2008,Bay City,MI,43.546944,-83.895277,Non-Fatal,H35,0,0,0,1
CHI08CA234,08/02/2008,Lawrenceville,IL,38.764167,-87.605556,Non-Fatal,PA-25-235,0,0,1,0
CHI08CA233,08/02/2008,Cedarburg,WI,43.329167,-87.997222,Non-Fatal,415-C,0,0,1,0
MIA08LA158,08/01/2008,N. Myrtle Beach,SC,33.811667,-78.723889,Non-Fatal,PA-12,0,0,1,0
MIA08LA156,08/01/2008,Peachtree City,GA,33.362222,-84.571667,Non-Fatal,DA-20-C1,0,0,2,0
MIA08CA155,08/01/2008,Gilbert,SC,33.725278,-81.924445,Non-Fatal,CC11-100,0,0,0,1
LAX08LA253,08/01/2008,Cliffdell,WA,47.052222,-121.225556,Fatal(2),Lancair ES,2,0,0,0
CHI08LA230,08/01/2008,Tomahawk,WI,45.469445,-89.467223,Non-Fatal,172RG,0,0,2,0
CHI08CA231,08/01/2008,Creston,IL,41.945277,-88.923889,Non-Fatal,201B,0,0,0,1
CHI08CA229,08/01/2008,Manchester,MI,42.195,-84.030834,Non-Fatal,RV-7A,0,0,0,1
ANC08LA095,08/01/2008,Ketchikan,AK,55.426945,-131.842777,Non-Fatal,T210,0,0,1,1
ANC08LA094,08/01/2008,Anchorage,AK,61.213611,-149.844444,Non-Fatal,172,0,0,0,2
MIA08LA152,07/31/2008,St. Augustine,FL,29.955556,-81.337222,Fatal(2),Velocity 173RG,2,0,0,0
LAX08LA251,07/31/2008,Murrieta,CA,33.671667,-117.068056,Non-Fatal,TU206E,0,0,0,1
LAX08CA278,07/31/2008,St. Paul,OR,40,-123,Non-Fatal,PA-22,0,0,0,1
LAX08CA252,07/31/2008,Glendale,AZ,33.35,-112.3,Non-Fatal,152,0,0,0,1
DFW08CA208,07/31/2008,Tulsa,OK,36.198333,-95.888055,Non-Fatal,Sparrow Hawk,0,0,0,1
DCA08MA085,07/31/2008,Owatonna,MN,44.12,-93.26,Fatal(8),BAE 125-800A,8,0,0,0
CHI08FA224,07/31/2008,OSHKOSH,WI,43.996666,-88.548611,Fatal(2),LANCAIR LEGACY FG,2,0,0,0
CHI08CA227,07/31/2008,Cook,MN,47.945555,-92.624445,Non-Fatal,AX9-118,0,0,0,3
CHI08CA225,07/31/2008,Tecumseh,MI,42.025,-83.939166,Non-Fatal,200D,0,1,0,0
NYC08FA261,07/30/2008,West Chester,PA,39.989166,-75.588333,Non-Fatal,EA500,0,0,0,2
LAX08LA283,07/30/2008,Honolulu,HI,21.318611,-157.9225,Non-Fatal,172,0,0,0,2
LAX08CA249,07/30/2008,Cheyenne,WY,41.15,-104.816667,Non-Fatal,SX300,0,0,0,1
LAX08CA248,07/30/2008,Green River,UT,38.961389,-110.2275,Non-Fatal,Titan Tornado II,0,0,0,1
SEA08CA168,07/29/2008,Caldwell,ID,43.586944,-116.459722,Non-Fatal,Mielec,0,0,1,0
NYC08FA260,07/29/2008,Highlands,NC,35.0075,-83.210278,Fatal(2),PA-23,2,0,0,0
DFW08CA202,07/29/2008,Tulsa,OK,36.039444,-95.984444,Non-Fatal,P-51D,0,0,0,1
ANC08LA093,07/29/2008,Quinhagak,AK,59.755278,-161.845277,Non-Fatal,207,0,0,0,1
ANC08IA092,07/29/2008,Anchorage,AK,61.179445,-149.983333,Incident,SAAB 340B,0,0,0,9
LAX08CA257,07/28/2008,Phoenix,AZ,33.688333,-112.0825,Non-Fatal,150M,0,0,0,1
DEN08IA130,07/28/2008,Colorado Springs,CO,38.969723,-104.813056,Incident,Cobra,0,0,0,1
CHI08LA228,07/28/2008,Maple Lake,MN,45.235833,-93.985555,Non-Fatal,Sportstar,0,0,0,2
CHI08LA219,07/28/2008,Chisholm,MN,47.677778,-93.048055,Non-Fatal,Mark II,0,1,1,0
CHI08CA218,07/28/2008,Marion,IA,42.025,-91.521111,Non-Fatal,T188C,0,0,0,1
CHI08CA217,07/28/2008,Veedersburg,IN,40.123056,-87.267222,Non-Fatal,G-164A,0,0,0,1
ANC08CA090,07/28/2008,Anchorage,AK,61.213611,-149.844444,Non-Fatal,180G,0,0,0,2
SEA08CA169,07/27/2008,Helena,MT,46.600278,-111.968611,Non-Fatal,7GCBC,0,0,0,2
NYC08LA259,07/27/2008,Graysville,TN,35.451667,-85.065,Non-Fatal,ROTORWAY 162,0,1,0,0
LAX08FA246,07/27/2008,McMurray,WA,48.301667,-122.109167,Fatal(3),172N,3,0,0,0
DFW08CA200,07/27/2008,Erie,CO,40.006111,-105.041944,Non-Fatal,12Q,0,0,0,1
ANC08CA091,07/27/2008,King Salmon,AK,58.555,-155.783333,Non-Fatal,T206H,0,0,0,3
SEA08CA167,07/26/2008,Corona,CA,33.906944,-117.603611,Non-Fatal,415-C,0,0,0,2
NYC08LA258,07/26/2008,Atlanta,GA,33.875556,-84.301944,Non-Fatal,SPORTSTAR,0,0,0,1
NYC08CA321,07/26/2008,Magnolia Springs,AL,30.423889,-87.7775,Non-Fatal,CHINOOK PLUS TWO,0,0,0,1
NYC08CA257,07/26/2008,Stevensville,MD,38.976389,-76.329723,Non-Fatal,172S,0,0,1,1
MIA08CA150,07/26/2008,New Market,TN,36.103889,-83.552778,Non-Fatal,Breeze,0,1,1,0
LAX08CA250,07/26/2008,Big Creek,ID,45.133056,-115.321945,Non-Fatal,182N,0,0,0,2
DEN08LA129,07/26/2008,Athens,TX,32.163611,-95.828334,Non-Fatal,172,0,1,2,0
CHI08LA216,07/26/2008,Watertown,WI,43.169445,-88.720556,Non-Fatal,SR22,0,2,0,0
CHI08CA223,07/26/2008,Ambia,IN,40.484166,-87.502222,Non-Fatal,AT-301,0,0,0,1
CHI08CA220,07/26/2008,Lake View,IA,42.596666,-95.24,Non-Fatal,AT-401,0,0,1,0
DFW08CA199,07/25/2008,Newport,AR,35.958889,-91.169723,Non-Fatal,G-164A,0,0,0,1
DFW08CA198,07/25/2008,Rosharon,TX,29.633333,-95.616667,Non-Fatal,R22,0,0,0,1
CHI08CA221,07/25/2008,Grand Rapids,MN,47.211111,-93.516389,Non-Fatal,150G,0,0,1,1
LAX08FA244,07/24/2008,Shelton,WA,47.263889,-123.333056,Fatal(2),A185F,2,0,0,0
DFW08LA197,07/24/2008,Midlothian,TX,32.436389,-97.018611,Fatal(1),Cozy MK IV,1,0,0,0
CHI08CA212,07/24/2008,Clinton,IL,40.317222,-89.75,Non-Fatal,S2R-T34,0,0,0,1
CHI08CA210,07/24/2008,Lafetyette,IN,40.459444,-86.753611,Non-Fatal,47G-3B-2,0,0,0,1
CHI08CA207,07/24/2008,Oshkosh,WI,43.985277,-88.561667,Non-Fatal,RV-3,0,0,1,0
LAX08LA242,07/23/2008,Truckee,CA,39.32,-120.139444,Non-Fatal,DG-100G,0,0,0,1
LAX08CA247,07/23/2008,Chehalis,WA,46.676945,-122.982778,Non-Fatal,M20K,0,0,0,1
DEN08LA128,07/23/2008,Longmont,CO,40.163611,-105.163056,Non-Fatal,35-C33A,0,0,0,2
DEN08LA127,07/23/2008,Midlothian,TX,32.351111,-97.003333,Fatal(1),Ventus A,1,0,0,0
DEN08IA123,07/23/2008,Denver,CO,39.861667,-104.673056,Incident,A319-114,0,0,0,99
CHI08CA208,07/23/2008,West Jefferson,OH,39.853056,-93.272223,Non-Fatal,415-G,0,1,1,0
CHI08CA206,07/23/2008,Lowell,MI,42.953611,-85.343333,Non-Fatal,PA-28-235,0,0,1,1
CHI08CA205,07/23/2008,Washington,IA,41.2825,-91.677778,Non-Fatal,FW2C80TR,0,0,1,1
CHI08CA203,07/23/2008,Amberg,WI,45.483889,-87.976944,Non-Fatal,F28F,0,0,0,1
SEA08CA165,07/22/2008,Byron,CA,37.828334,-121.625834,Non-Fatal,MA33,0,0,0,2
NYC08LA255,07/22/2008,Ocean Ridge,FL,26.518334,-80.041666,Non-Fatal,402B,0,1,0,0
NYC08LA253,07/22/2008,Starkville,MS,33.433056,-88.848611,Non-Fatal,VP1,0,1,0,0
LAX08LA240,07/22/2008,Bountiful,UT,40.869445,-111.926667,Non-Fatal,172M,0,0,2,0
DFW08CA195,07/22/2008,Lake Providence,LA,32.983611,-91.203611,Non-Fatal,164A,0,0,1,0
ANC08LA089,07/22/2008,Iliamna,AK,59.753889,-154.911111,Non-Fatal,DHC-3,0,0,0,1
MIA08LA147,07/21/2008,Rome,GA,34.350278,-85.154722,Non-Fatal,MT-7-235,0,0,0,1
LAX08IA241,07/21/2008,Salinas,CA,36.662778,-121.606111,Incident,MD 902,0,0,0,3
LAX08GA239,07/21/2008,Salt Lake CIty,UT,40.788333,-111.977778,Non-Fatal,A200,0,0,0,2
LAX08CA237,07/21/2008,Salmon,ID,45.123611,-113.866667,Non-Fatal,172,0,0,0,1
DFW08LA196,07/21/2008,Petersburg,TX,35.868334,-101.505,Non-Fatal,PA-36-285,0,0,0,1
CHI08FA196,07/21/2008,Newark,IL,41.519445,-88.605556,Fatal(1),Sport Cruiser,1,0,0,0
CHI08CA226,07/21/2008,Grantsburg,WI,45.683889,-92.687222,Non-Fatal,AA-1A,0,0,1,0
CHI08CA201,07/21/2008,Esmond,ND,48.036111,-99.757222,Non-Fatal,G-164D,0,0,1,0
SEA08CA166,07/20/2008,Lewistown,MT,47.042222,-109.466667,Non-Fatal,180,0,0,0,2
SEA08CA163,07/20/2008,Arlington,WA,48.160833,-122.158889,Non-Fatal,Blanik L-13,0,0,1,0
LAX08LA236,07/20/2008,Hemet,CA,33.734444,-117.026389,Non-Fatal,AT-4 LSA,0,0,0,1
